instrument_token,,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
139074564,,543260,STOVEKRAFT,STOVE KRAFT,0,,0,0.05,1,EQ,BSE,BSE
138658052,,541633,STRAEXPO,SOPHIA TRAEXPO ,0,,0,0.01,1,EQ,BSE,BSE
135806724,,530495,STRATMONT,STRATMONT INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
134784004,,526500,STRGRENWO,STERLING GREEN WOODS.,0,,0,0.05,1,EQ,BSE,BSE
130294532,,508963,STRLGUA,STERLING GUARANTY & FINANCE LT,0,,0,0.01,1,EQ,BSE,BSE
135836420,,530611,STURDY,STURDY INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
134899460,,526951,STYLAMIND,STYLAM INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
136281092,,532348,SUBEX,SUBEX.,0,,0,0.05,1,EQ,BSE,BSE
132395012,,517168,SUBROS,SUBROS.,0,,0,0.05,1,EQ,BSE,BSE
135739140,,530231,SUBSM,SUBHASH SILK MILLS.,0,,0,0.05,1,EQ,BSE,BSE
137910788,,538714,SUCHITRA,SUCHITRA FINANCE & TRADING COM,0,,0,0.05,1,EQ,BSE,BSE
135906052,,530883,SUCROSA,SUPER CROP SAFE.,0,,0,0.01,1,EQ,BSE,BSE
129536772,,506003,SUDAI,SUDAL INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
129703684,,506655,SUDARSCHEM,SUDARSHAN CHEMICAL INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
133404932,,521113,SUDTIND-B,SUDITI INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
138321412,,540318,SUERYAAKNI,SUERYAA KNITWEAR ,0,,0,0.01,1,EQ,BSE,BSE
130983428,,511654,SUGALDAM,SUGAL & DAMANI SHARE BROKERS L,0,,0,0.01,1,EQ,BSE,BSE
138013956,,539117,SUJALA,SUJALA TRADING & HOLDING.,0,,0,0.05,1,EQ,BSE,BSE
134282756,,524542,SUKHJITS,SUKHJIT STARCH & CHEMICALS,0,,0,0.05,1,EQ,BSE,BSE
130296068,,508969,SULABEN,SULABH ENGINEERS & SERVICES LT,0,,0,0.01,1,EQ,BSE,BSE
135787268,,530419,SUMEDHA,SUMEDHA FISCAL SERVICES.,0,,0,0.05,1,EQ,BSE,BSE
131638020,,514211,SUMEETINDS,SUMEET INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
135793924,,530445,SUMERUIND,SUMERU INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
138987524,,542920,SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITE,0,,0,0.05,1,EQ,BSE,BSE
136526340,,533306,SUMMITSEC,SUMMIT SECURITIES.,0,,0,0.05,1,EQ,BSE,BSE
135883524,,530795,SUNCITYSY,SUNCITY SYNTHETICS.,0,,0,0.01,1,EQ,BSE,BSE
133134340,,520056,SUNCLAYLTD,SUNDARAM-CLAYTON.,0,,0,0.05,1,EQ,BSE,BSE
136490500,,533166,SUNDARAM,SUNDARAM MULTI PAP.,0,,0,0.01,1,EQ,BSE,BSE
151058180,,590071,SUNDARMFIN,SUNDARAM FINANCE.,0,,0,0.05,1,EQ,BSE,BSE
151058436,,590072,SUNDRMBRAK,SUNDARAM BRAKE LININGS.,0,,0,0.05,1,EQ,BSE,BSE
128103172,,500403,SUNDRMFAST,SUNDRAM FASTENERS.,0,,0,0.05,1,EQ,BSE,BSE
128103428,,500404,SUNFLAG,SUNFLAG IRON & STEEL CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
136046852,,531433,SUNGOLD,SUNGOLD CAPITAL.,0,,0,0.01,1,EQ,BSE,BSE
135923972,,530953,SUNILAGR,SUNIL AGRO FOODS.,0,,0,0.05,1,EQ,BSE,BSE
137536772,,537253,SUNLOC,SUNIL HEALTHCARE,0,,0,0.05,1,EQ,BSE,BSE
134327044,,524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES,0,,0,0.05,1,EQ,BSE,BSE
128284164,,501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS,0,,0,0.01,1,EQ,BSE,BSE
135896324,,530845,SUNSHIEL,SUNSHIELD CHEMICALS.,0,,0,0.05,1,EQ,BSE,BSE
131117828,,512179,SUNTECK,SUNTECK REALTY.,0,,0,0.05,1,EQ,BSE,BSE
136379652,,532733,SUNTV,SUN TV NETWORK.,0,,0,0.05,1,EQ,BSE,BSE
131206916,,512527,SUPER,SUPER SALES INDIA.,0,,0,0.05,1,EQ,BSE,BSE
135868164,,530735,SUPERBAK,SUPER BAKERS (INDIA).,0,,0,0.01,1,EQ,BSE,BSE
133960452,,523283,SUPERHOUSE,SUPERHOUSE.,0,,0,0.05,1,EQ,BSE,BSE
138197764,,539835,SUPERIOR,SUPERIOR FINLEASE ,0,,0,0.01,1,EQ,BSE,BSE
133422084,,521180,SUPERSPIN,SUPER SPINNING MILLS.,0,,0,0.01,1,EQ,BSE,BSE
134690052,,526133,SUPERTEX,SUPERTEX INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
136322308,,532509,SUPRAJIT,SUPRAJIT ENGINEERING.,0,,0,0.05,1,EQ,BSE,BSE
138283012,,540168,SUPRAP,SUPRA PACIFIC MANAGEMENT CONSU,0,,0,0.05,1,EQ,BSE,BSE
135853316,,530677,SUPREME,SUPREME HOLDINGS & HOSPITALITY,0,,0,0.05,1,EQ,BSE,BSE
130542084,,509930,SUPREMEIND,SUPREME INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
136891652,,534733,SUPREMEX,SUPREMEX SHINE STEELS ,0,,0,0.01,1,EQ,BSE,BSE
139119108,,543434,SUPRIYA,SUPRIYA LIFESCIENCE ,0,,0,0.05,1,EQ,BSE,BSE
134103556,,523842,SUPTANERY,SUPER TANNERY,0,,0,0.01,1,EQ,BSE,BSE
136099332,,531638,SURAJLTD,SURAJ.,0,,0,0.05,1,EQ,BSE,BSE
136524292,,533298,SURANASOL,SURANA SOLAR.,0,,0,0.05,1,EQ,BSE,BSE
132487684,,517530,SURANAT&P,SURANA TELECOM AND POWER LIMIT,0,,0,0.01,1,EQ,BSE,BSE
135727364,,530185,SURATEX,SURAT TEXTILE MILLS.,0,,0,0.01,1,EQ,BSE,BSE
131650564,,514260,SURBHIN,SURBHI INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
133018628,,519604,SURFI,SURYO FOODS & INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
134710020,,526211,SURJIND,SURAJ INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
136473860,,533101,SURYAAMBA,SURYAAMBA SPINNING MILLS.,0,,0,0.05,1,EQ,BSE,BSE
138048772,,539253,SURYAINDIA,SURYA INDIA ,0,,0,0.05,1,EQ,BSE,BSE
130863364,,511185,SURYAKR,SURYAKRIPA FINANCE.,0,,0,0.01,1,EQ,BSE,BSE
131619332,,514138,SURYALA,SURYALATA SPINNING MILLS.,0,,0,0.05,1,EQ,BSE,BSE
133427204,,521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS.,0,,0,0.05,1,EQ,BSE,BSE
128086020,,500336,SURYAROSNI,SURYA ROSHNI.,0,,0,0.05,1,EQ,BSE,BSE
139079428,,543279,SURYODAY,SURYODAY SMALL FINANCE BANK LI,0,,0,0.05,1,EQ,BSE,BSE
131619844,,514140,SURYVANSP,SURYAVANSHI SPINNING MILLS,0,,0,0.05,1,EQ,BSE,BSE
136392196,,532782,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES L,0,,0,0.05,1,EQ,BSE,BSE
135741188,,530239,SUVEN,SUVEN LIFE SCIENCES.,0,,0,0.05,1,EQ,BSE,BSE
139024388,,543064,SUVENPHAR,SUVEN PHARMACEUTICALS,0,,0,0.05,1,EQ,BSE,BSE
139079940,,543281,SUVIDHAA,SUVIDHAA INFOSERVE ,0,,0,0.01,1,EQ,BSE,BSE
137538308,,537259,SUYOG,SUYOG TELEMATICS,0,,0,0.05,1,EQ,BSE,BSE
136362756,,532667,SUZLON,SUZLON ENERGY.,0,,0,0.01,1,EQ,BSE,BSE
227885060,,890176,SUZLONPP,SUZLON ENERGY.,0,,0,0.01,1,EQ,BSE,BSE
134072836,,523722,SVAMSOF,SVAM SOFTWARE.,0,,0,0.01,1,EQ,BSE,BSE
131137796,,512257,SVARTCORP,SWASTI VINAYAKA ART AND HERITA,0,,0,0.01,1,EQ,BSE,BSE
134268932,,524488,SVCIND,SVC INDUSTRIES,0,,0,0.01,1,EQ,BSE,BSE
137118980,,535621,SVGLOBAL,S V GLOBAL MILL.,0,,0,0.05,1,EQ,BSE,BSE
129431044,,505590,SVPGLOB,SVP GLOBAL TEXTILES,0,,0,0.05,1,EQ,BSE,BSE
128936708,,503659,SW1,SW INVESTMENTS,0,,0,0.05,1,EQ,BSE,BSE
129756932,,506863,SWADEIN,SWADESHI INDUSTRIES LEASING CO,0,,0,0.01,1,EQ,BSE,BSE
128976900,,503816,SWADPOL,SWADESHI POLYTEX.,0,,0,0.05,1,EQ,BSE,BSE
138087940,,539406,SWAGTAM,SWAGATAM TRADING & SERVICES LI,0,,0,0.05,1,EQ,BSE,BSE
128847364,,503310,SWANENERGY,SWAN ENERGY.,0,,0,0.05,1,EQ,BSE,BSE
128104196,,500407,SWARAJENG,SWARAJ ENGINES.,0,,0,0.05,1,EQ,BSE,BSE
134749444,,526365,SWARNSAR,SWARNSARITA JEWELS INDIA LIMIT,0,,0,0.05,1,EQ,BSE,BSE
135829764,,530585,SWASTIKA,SWASTIKA INVESTMART.,0,,0,0.05,1,EQ,BSE,BSE
130622724,,510245,SWASTIVI,SWASTI VINAYAKA SYNTHETICS,0,,0,0.01,1,EQ,BSE,BSE
136205060,,532051,SWELECTES,SWELECT ENERGY SYSTEMS,0,,0,0.05,1,EQ,BSE,BSE
134030852,,523558,SWISSMLTRY,SWISS MILITARY CONSUMER GOODS,0,,0,0.05,1,EQ,BSE,BSE
132403460,,517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER,0,,0,0.05,1,EQ,BSE,BSE
131163908,,512359,SWORDEDGE,SWORD-EDGE COMMERCIALS,0,,0,0.01,1,EQ,BSE,BSE
135936772,,531003,SWRNASE,SWARNA SECURITIES.,0,,0,0.05,1,EQ,BSE,BSE
138946564,,542760,SWSOLAR,STERLING AND WILSON RENEWABLE,0,,0,0.05,1,EQ,BSE,BSE
138116356,,539517,SXETF,HDFC MUTUAL FUND,0,,0,0.01,1,EQ,BSE,BSE
136063748,,531499,SYBLY,SYBLY INDUSTRIES.,0,,0,0.01,1,EQ,BSE,BSE
130930436,,511447,SYLPH,SYLPH TECHNOLOGIES.,0,,0,0.05,1,EQ,BSE,BSE
138055172,,539278,SYMBIOX,SYMBIOX INVESTMENT & TRADING C,0,,0,0.01,1,EQ,BSE,BSE
132450564,,517385,SYMPHONY,SYMPHONY,0,,0,0.05,1,EQ,BSE,BSE
134264324,,524470,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LT,0,,0,0.01,1,EQ,BSE,BSE
138052612,,539268,SYNGENE,SYNGENE INTERNATIONAL ,0,,0,0.05,1,EQ,BSE,BSE
131406596,,513307,SYNTHFO,SYNTHIKO FOILS.,0,,0,0.05,1,EQ,BSE,BSE
139154692,,543573,SYRMA,SYRMA SGS TECHNOLOGY ,0,,0,0.05,1,EQ,BSE,BSE
135980292,,531173,SYSCHEM,SYSCHEM (INDIA).,0,,0,0.05,1,EQ,BSE,BSE
134785540,,526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES,0,,0,0.05,1,EQ,BSE,BSE
136046596,,531432,SYTIXSE,SYSTEMATIX SECURITIES.,0,,0,0.01,1,EQ,BSE,BSE
138228740,,539956,TAALENT,TAAL ENTERPRISES ,0,,0,0.05,1,EQ,BSE,BSE
137572356,,537392,TAAZAINT,TAAZA INTERNATIONAL,0,,0,0.05,1,EQ,BSE,BSE
132987652,,519483,TAIIND,TAI INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
129992964,,507785,TAINWALCHM,TAINWALA CHEMICALS & PLASTICS,0,,0,0.05,1,EQ,BSE,BSE
136291844,,532390,TAJGVK,TAJGVK HOTELS & RESORTS.,0,,0,0.05,1,EQ,BSE,BSE
136419844,,532890,TAKE,TAKE SOLUTIONS.,0,,0,0.05,1,EQ,BSE,BSE
129320964,,505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS,0,,0,0.05,1,EQ,BSE,BSE
137980676,,538987,TALBROSENG,TALBROS ENGINEERING,0,,0,0.05,1,EQ,BSE,BSE
136491524,,533170,TAMBOLI,TAMBOLI CAPITAL.,0,,0,0.05,1,EQ,BSE,BSE
133690628,,522229,TANAA,TANEJA AEROSPACE & AVIATION LT,0,,0,0.05,1,EQ,BSE,BSE
129754628,,506854,TANFACIND,TANFAC INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
136394244,,532790,TANLA,TANLA PLATFORMS,0,,0,0.05,1,EQ,BSE,BSE
129455364,,505685,TAPARIA,TAPARIA TOOLS.,0,,0,0.01,1,EQ,BSE,BSE
132936964,,519285,TARAI,TARAI FOODS.,0,,0,0.01,1,EQ,BSE,BSE
136499972,,533203,TARAPUR,TARAPUR TRANSFORMERS,0,,0,0.01,1,EQ,BSE,BSE
139071748,,543249,TARC,TARC,0,,0,0.05,1,EQ,BSE,BSE
136414468,,532869,TARMAT,TARMAT.,0,,0,0.05,1,EQ,BSE,BSE
139110148,,543399,TARSONS,TARSONS PRODUCTS ,0,,0,0.05,1,EQ,BSE,BSE
131141380,,512271,TASHIND,TASHI INDIA.,0,,0,0.05,1,EQ,BSE,BSE
132887300,,519091,TASTYBIT,TASTY BITE EATABLES.,0,,0,0.05,1,EQ,BSE,BSE
128197124,,500770,TATACHEM,TATA CHEMICALS.,0,,0,0.05,1,EQ,BSE,BSE
136269060,,532301,TATACOFFEE,TATA COFFEE.,0,,0,0.05,1,EQ,BSE,BSE
128123652,,500483,TATACOMM,TATA COMMUNICATIONS.,0,,0,0.05,1,EQ,BSE,BSE
128204804,,500800,TATACONSUM,TATA CONSUMER PRODUCTS,0,,0,0.05,1,EQ,BSE,BSE
128104452,,500408,TATAELXSI,TATA ELXSI.,0,,0,0.05,1,EQ,BSE,BSE
128333060,,501301,TATAINVEST,TATA INVESTMENT CORPORATION LT,0,,0,0.05,1,EQ,BSE,BSE
131439108,,513434,TATAMETALI,TATA METALIKS.,0,,0,0.05,1,EQ,BSE,BSE
128145924,,500570,TATAMOTORS,TATA MOTORS.,0,,0,0.05,1,EQ,BSE,BSE
145920260,,570001,TATAMTRDVR,TATA MOTORS - DVR,0,,0,0.05,1,EQ,BSE,BSE
128102404,,500400,TATAPOWER,TATA POWER CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
128120324,,500470,TATASTEEL,TATA STEEL.,0,,0,0.05,1,EQ,BSE,BSE
131330564,,513010,TATASTLLP,TATA STEEL LONG PRODUCTS LIMIT,0,,0,0.05,1,EQ,BSE,BSE
129270020,,504961,TATAYODOGA,TAYO ROLLS.,0,,0,0.05,1,EQ,BSE,BSE
133434372,,521228,TATIAGLOB,TATIA GLOBAL VENNTURE.,0,,0,0.01,1,EQ,BSE,BSE
139090180,,543321,TATVA,TATVA CHINTAN PHARMA CHEM LIMI,0,,0,0.05,1,EQ,BSE,BSE
135984644,,531190,TAVERNIER,TAVERNIER RESOURCES LIMI,0,,0,0.01,1,EQ,BSE,BSE
136798468,,534369,TBZ,TRIBHOVANDAS BHIMJI ZAVERI,0,,0,0.05,1,EQ,BSE,BSE
136264708,,532284,TCFCFINQ,TCFC FINANCE.,0,,0,0.05,1,EQ,BSE,BSE
136281348,,532349,TCI,TRANSPORT CORPORATION OF INDIA,0,,0,0.05,1,EQ,BSE,BSE
138294276,,540212,TCIEXP*,TCI EXPRESS ,0,,0,0.05,1,EQ,BSE,BSE
136259076,,532262,TCIIND,TCI INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
134183940,,524156,TCMLMTD,TCM.,0,,0,0.05,1,EQ,BSE,BSE
138675204,,541700,TCNSBRANDS,TCNS CLOTHING CO. ,0,,0,0.05,1,EQ,BSE,BSE
133965060,,523301,TCPLPACK,TCPL PACKAGING.,0,,0,0.05,1,EQ,BSE,BSE
136330244,,532540,TCS,TATA CONSULTANCY SERVICES.,0,,0,0.05,1,EQ,BSE,BSE
136589572,,533553,TDPOWERSYS,T D POWER SYSTEMS.,0,,0,0.05,1,EQ,BSE,BSE
138484484,,540955,TDSL,TASTY DAIRY SPECIALITIES LIMIT,0,,0,0.05,1,EQ,BSE,BSE
138152452,,539658,TEAMLEASE,TEAMLEASE SERVICES ,0,,0,0.05,1,EQ,BSE,BSE
139128836,,543472,TECH,ADITYA BIRLA SUN LIFE MUTUAL F,0,,0,0.01,1,EQ,BSE,BSE
130538756,,509917,TECHCON,TECHNOJET CONSULTANTS.,0,,0,0.05,1,EQ,BSE,BSE
136385284,,532755,TECHM,TECH MAHINDRA.,0,,0,0.05,1,EQ,BSE,BSE
138788100,,542141,TECHNOE*,TECHNO ELECTRIC & ENGINEERING,0,,0,0.05,1,EQ,BSE,BSE
128363780,,501421,TECHNVISN,TECHNVISION VENTURES ,0,,0,0.05,1,EQ,BSE,BSE
139113732,,543413,TEGA,TEGA INDUSTRIES ,0,,0,0.05,1,EQ,BSE,BSE
138392324,,540595,TEJASNET,TEJAS NETWORKS ,0,,0,0.05,1,EQ,BSE,BSE
138093572,,539428,TEJNAKSH,TEJNAKSH HEALTHCARE ,0,,0,0.05,1,EQ,BSE,BSE
135832324,,530595,TELECANOR,TELECANOR GLOBAL.,0,,0,0.01,1,EQ,BSE,BSE
136272644,,532315,TELESYS,TELESYS SOFTWARE.,0,,0,0.01,1,EQ,BSE,BSE
135816452,,530533,TERAI,TERAI TEA CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
136699396,,533982,TERASOFT,TERA SOFTWARE.,0,,0,0.05,1,EQ,BSE,BSE
134819332,,526638,TEXELIN,TEXEL INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
129382404,,505400,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDI,0,,0,0.05,1,EQ,BSE,BSE
136489988,,533164,TEXMOPIPES,TEXMO PIPES & PRODUCTS.,0,,0,0.05,1,EQ,BSE,BSE
136531460,,533326,TEXRAIL,TEXMACO RAIL & ENGINEERING,0,,0,0.05,1,EQ,BSE,BSE
134822404,,526650,TFCILTD,TOURISM FINANCE CORPORATION OF,0,,0,0.05,1,EQ,BSE,BSE
138108932,,539488,TFLL,TIRUPATI FIN-LEASE.,0,,0,0.01,1,EQ,BSE,BSE
138103812,,539468,TFSL,TYPHOON FINANCIAL SERVICES LIM,0,,0,0.05,1,EQ,BSE,BSE
136408324,,532845,TGBHOTELS,TGB BANQUETS AND HOTELS.,0,,0,0.01,1,EQ,BSE,BSE
129984772,,507753,TGVSL,TGV SRAAC ,0,,0,0.05,1,EQ,BSE,BSE
130545924,,509945,THACKER,THACKER & CO.LTD.,0,,0,0.05,1,EQ,BSE,BSE
134823428,,526654,THAKDEV,THAKKERS DEVELOPERS.,0,,0,0.05,1,EQ,BSE,BSE
136488452,,533158,THANGAMAYL,THANGAMAYIL JEWELLERY,0,,0,0.05,1,EQ,BSE,BSE
136031492,,531373,THEBYKE,THE BYKE HOSPITALITY.,0,,0,0.05,1,EQ,BSE,BSE
135685892,,530023,THEINVEST,THE INVESTMENT TRUST OF INDIA,0,,0,0.05,1,EQ,BSE,BSE
135730948,,530199,THEMISMED,THEMIS MEDICARE.,0,,0,0.05,1,EQ,BSE,BSE
128105220,,500411,THERMAX,THERMAX.,0,,0,0.05,1,EQ,BSE,BSE
138063364,,539310,THINKINK,THINKINK PICTUREZ,0,,0,0.05,1,EQ,BSE,BSE
136102916,,531652,THIRDFIN,THIRDWAVE FINANCIAL INTERMEDIA,0,,0,0.05,1,EQ,BSE,BSE
128105732,,500413,THOMASCOOK,THOMAS COOK (INDIA).,0,,0,0.05,1,EQ,BSE,BSE
138206980,,539871,THYROCARE,THYROCARE TECHNOLOGIES ,0,,0,0.05,1,EQ,BSE,BSE
129844484,,507205,TI,TILAKNAGAR INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
138267652,,540108,TIAANC,TIAAN CONSUMER,0,,0,0.01,1,EQ,BSE,BSE
151041284,,590005,TIDEWATER,TIDE WATER OIL (INDIA).,0,,0,0.05,1,EQ,BSE,BSE
139143940,,543531,TIERRA,TIERRA AGROTECH ,0,,0,0.05,1,EQ,BSE,BSE
137283588,,536264,TIGERLOGS,TIGER LOGISTICS (INDIA),0,,0,0.05,1,EQ,BSE,BSE
133707268,,522294,TIGLOB,T & I GLOBAL.,0,,0,0.05,1,EQ,BSE,BSE
136397828,,532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA),0,,0,0.05,1,EQ,BSE,BSE
138435076,,540762,TIINDIA,TUBE INVESTMENTS OF INDIA,0,,0,0.05,1,EQ,BSE,BSE
136609028,,533629,TIJARIA,TIJARIA POLYPIPES.,0,,0,0.01,1,EQ,BSE,BSE
128937732,,503663,TILAK,TILAK VENTURES ,0,,0,0.01,1,EQ,BSE,BSE
130959108,,511559,TIMESGTY,TIMES GUARANTY.,0,,0,0.05,1,EQ,BSE,BSE
136411140,,532856,TIMETECHNO,TIME TECHNOPLAST.,0,,0,0.05,1,EQ,BSE,BSE
128105988,,500414,TIMEX,TIMEX GROUP INDIA.,0,,0,0.05,1,EQ,BSE,BSE
133660932,,522113,TIMKEN,TIMKEN INDIA.,0,,0,0.05,1,EQ,BSE,BSE
135988484,,531205,TINEAGRO,TINE AGRO,0,,0,0.01,1,EQ,BSE,BSE
135801604,,530475,TINNARUBR,TINNA RUBBER AND INFRASTRUCTUR,0,,0,0.05,1,EQ,BSE,BSE
138685700,,541741,TINNATFL,TINNA TRADE ,0,,0,0.05,1,EQ,BSE,BSE
129271300,,504966,TINPLATE,TINPLATE COMPANY OF INDIA.,0,,0,0.05,1,EQ,BSE,BSE
139165188,,543614,TIPSFILMS,TIPS FILMS ,0,,0,0.05,1,EQ,BSE,BSE
136288004,,532375,TIPSINDLTD,TIPS INDUSTRIES.,0,,0,0.05,1,EQ,BSE,BSE
136144388,,531814,TIRSARJ,TIRUPATI SARJAN.,0,,0,0.01,1,EQ,BSE,BSE
138471428,,540904,TIRUFOAM,TIRUPATI FOAM,0,,0,0.05,1,EQ,BSE,BSE
128105476,,500412,TIRUMALCHM,THIRUMALAI CHEMICALS.,0,,0,0.05,1,EQ,BSE,BSE
134292996,,524582,TIRUSTA,TIRUPATI STARCH & CHEMICALS LT,0,,0,0.05,1,EQ,BSE,BSE
128029188,,500114,TITAN,TITAN COMPANY,0,,0,0.05,1,EQ,BSE,BSE
134327556,,524717,TITANBIO,TITAN BIOTECH.,0,,0,0.05,1,EQ,BSE,BSE
133377284,,521005,TITANIN,TITAN INTECH,0,,0,0.05,1,EQ,BSE,BSE
135691524,,530045,TITANSEC,TITAN SECURITIES.,0,,0,0.05,1,EQ,BSE,BSE
139160580,,543596,TMB,TAMILNAD MERCANTILE BANK LIMIT,0,,0,0.05,1,EQ,BSE,BSE
133675780,,522171,TMTIND-B1,TMT (INDIA).,0,,0,0.01,1,EQ,BSE,BSE
128198916,,500777,TNPETRO,TAMILNADU PETROPRODUCTS.,0,,0,0.05,1,EQ,BSE,BSE
136045060,,531426,TNPL,TAMIL NADU NEWSPRINT & PAPERS,0,,0,0.05,1,EQ,BSE,BSE
136100868,,531644,TOKYOFIN,TOKYO FINANCE.,0,,0,0.05,1,EQ,BSE,BSE
128107012,,500418,TOKYOPLAST,TOKYO PLAST INTERNATIONAL.,0,,0,0.05,1,EQ,BSE,BSE
128107524,,500420,TORNTPHARM,TORRENT PHARMACEUTICALS.,0,,0,0.05,1,EQ,BSE,BSE
136391428,,532779,TORNTPOWER,TORRENT POWER.,0,,0,0.05,1,EQ,BSE,BSE
137883396,,538607,TOYAMSL,TOYAM SPORTS,0,,0,0.01,1,EQ,BSE,BSE
134804996,,526582,TPLPLAST,TPL PLASTECH.,0,,0,0.05,1,EQ,BSE,BSE
137846788,,538464,TPROJECT,THIRANI PROJECTS,0,,0,0.01,1,EQ,BSE,BSE
134691588,,526139,TRABI,TRANSGENE BIOTEK.,0,,0,0.01,1,EQ,BSE,BSE
139171332,,543638,TRACXN,TRACXN TECHNOLOGIES ,0,,0,0.05,1,EQ,BSE,BSE
135987972,,531203,TRADEWELL,TRADEWELL HOLDINGS,0,,0,0.05,1,EQ,BSE,BSE
130304772,,509003,TRANOCE,TRANSOCEANIC PROPERTIES.,0,,0,0.01,1,EQ,BSE,BSE
128108036,,500422,TRANSCHEM,TRANSCHEM.,0,,0,0.05,1,EQ,BSE,BSE
136296964,,532410,TRANSCOR,TRANSCORP INTERNATIONAL.,0,,0,0.05,1,EQ,BSE,BSE
132957956,,519367,TRANSFD,TRANSGLOBE FOODS.,0,,0,0.05,1,EQ,BSE,BSE
131344132,,513063,TRANSFRE,TRANS-FREIGHT CONTAINERS.,0,,0,0.05,1,EQ,BSE,BSE
129711876,,506687,TRANSPEK,TRANSPEK INDUSTRY.,0,,0,0.05,1,EQ,BSE,BSE
131002884,,511730,TRCFIN,TRC FINANCIAL SERVICES.,0,,0,0.01,1,EQ,BSE,BSE
138811652,,542233,TREJHARA,TREJHARA SOLUTIONS ,0,,0,0.05,1,EQ,BSE,BSE
128064260,,500251,TRENT,TRENT.,0,,0,0.05,1,EQ,BSE,BSE
136232708,,532159,TRESCON,TRESCON,0,,0,0.01,1,EQ,BSE,BSE
129498628,,505854,TRF,TRF.,0,,0,0.05,1,EQ,BSE,BSE
136119300,,531716,TRICOMFRU,TRICOM FRUIT PRODUCTS,0,,0,0.01,1,EQ,BSE,BSE
133392388,,521064,TRIDENT,TRIDENT.,0,,0,0.05,1,EQ,BSE,BSE
132495876,,517562,TRIGYN,TRIGYN TECHNOLOGIES.,0,,0,0.05,1,EQ,BSE,BSE
136429572,,532928,TRIL,TRANSFORMERS AND RECTIFIERS (I,0,,0,0.05,1,EQ,BSE,BSE
137360644,,536565,TRIMURTHI,TRIMURTHI ,0,,0,0.01,1,EQ,BSE,BSE
136152580,,531846,TRINITYLEA,TRINITY LEAGUE INDIA.,0,,0,0.05,1,EQ,BSE,BSE
136897284,,534755,TRIOMERC,TRIO MERCANTILE & TRADING.,0,,0,0.01,1,EQ,BSE,BSE
131097860,,512101,TRIPR,TRIOCHEM PRODUCTS.,0,,0,0.05,1,EQ,BSE,BSE
136007428,,531279,TRISHAKT,TRISHAKTI ELECTRONICS & INDUST,0,,0,0.05,1,EQ,BSE,BSE
129530372,,505978,TRITONV,TRITON VALVES.,0,,0,0.05,1,EQ,BSE,BSE
136615684,,533655,TRITURBINE,TRIVENI TURBINE.,0,,0,0.05,1,EQ,BSE,BSE
136283140,,532356,TRIVENI,TRIVENI ENGINEERING & INDUSTRI,0,,0,0.05,1,EQ,BSE,BSE
137873668,,538569,TRIVENIENT,TRIVENI ENTERPRISES,0,,0,0.01,1,EQ,BSE,BSE
128583940,,502281,TRIVENIGQ,TRIVENI GLASS.,0,,0,0.05,1,EQ,BSE,BSE
138308612,,540268,TRU,TRUCAP FINANCE ,0,,0,0.05,1,EQ,BSE,BSE
136305668,,532444,TSPIRITUAL,T.SPIRITUAL WORLD.,0,,0,0.01,1,EQ,BSE,BSE
137880836,,538597,TTIENT,TTI ENTERPRISE,0,,0,0.05,1,EQ,BSE,BSE
137994244,,539040,TTIL,TIRUPATI TYRES.,0,,0,0.05,1,EQ,BSE,BSE
